locus_tag,Before optimization SEQUENCING_PRIMER_1 location (start-end),Before optimization SEQUENCING_PRIMER_1 off-target site,Before optimization SEQUENCING_PRIMER_2 location (start-end),Before optimization  SEQUENCING_PRIMER_2 off-target site,After optimization SEQUENCING_PRIMER_1 location (start-end),After optimization SEQUENCING_PRIMER_1 off-target site,After optimization SEQUENCING_PRIMER_2 location (start-end),After optimization  SEQUENCING_PRIMER_2 off-target site,type (B: Before optimization);(A:After optimization),strain,index
NC_000913.3_70_substitution,NC_000913.3:374699-374718,NC_000913.3:3524545-3524564;NC_000913.3:330255-330274;NC_000913.3:4215000-4215019;NC_000913.3:724630-724649;NC_000913.3:884342-884361;NC_000913.3:2276405-2276424;NC_000913.3:3519620-3519639;NC_000913.3:2692144-2692163;NC_000913.3:531025-531044;NC_000913.3:3282798-3282817;NC_000913.3:115695-115714;NC_000913.3:3082912-3082931;NC_000913.3:659331-659350;NC_000913.3:2131497-2131516,NC_000913.3:375182-375202,NC_000913.3:66606-66626;NC_000913.3:2347203-2347223;NC_000913.3:837584-837604;NC_000913.3:4229375-4229395;NC_000913.3:375283-375303;NC_000913.3:375081-375101;NC_000913.3:2443831-2443851;NC_000913.3:4325901-4325921;NC_000913.3:4326201-4326221;NC_000913.3:4326001-4326021;NC_000913.3:4326101-4326121;NC_000913.3:4326301-4326321;NC_000913.3:3203191-3203211;NC_000913.3:2347291-2347311;NC_000913.3:4249379-4249399;NC_000913.3:4235479-4235499;NC_000913.3:4285360-4285380;NC_000913.3:4094374-4094394;NC_000913.3:4094650-4094670;NC_000913.3:4094558-4094578;NC_000913.3:4094466-4094486;NC_000913.3:4245150-4245170;NC_000913.3:2118579-2118599;NC_000913.3:2118483-2118503;NC_000913.3:2894856-2894876;NC_000913.3:4614626-4614646;NC_000913.3:551372-551392;NC_000913.3:508748-508768;NC_000913.3:2139720-2139740;NC_000913.3:4628761-4628781;NC_000913.3:2340331-2340351;NC_000913.3:3297017-3297037;NC_000913.3:411096-411116;NC_000913.3:72154-72174;NC_000913.3:3042457-3042477;NC_000913.3:4027535-4027555;NC_000913.3:2304714-2304734;NC_000913.3:2304940-2304960;NC_000913.3:2304488-2304508;NC_000913.3:2304601-2304621;NC_000913.3:2304827-2304847;NC_000913.3:3392307-3392327;NC_000913.3:3392216-3392236;NC_000913.3:3392125-3392145;NC_000913.3:2662355-2662375;NC_000913.3:2662446-2662466;NC_000913.3:2662537-2662557;NC_000913.3:741022-741042;NC_000913.3:758408-758428;NC_000913.3:2430976-2430996;NC_000913.3:66691-66711;NC_000913.3:4103506-4103526;NC_000913.3:2511369-2511389;NC_000913.3:4457250-4457270;NC_000913.3:354751-354771;NC_000913.3:411198-411218;NC_000913.3:3708339-3708359;NC_000913.3:3139685-3139705;NC_000913.3:4296079-4296099;NC_000913.3:4295853-4295873;NC_000913.3:111611-111631;NC_000913.3:5582-5602;NC_000913.3:377353-377373;NC_000913.3:377453-377473;NC_000913.3:4053595-4053615;NC_000913.3:4296305-4296325;NC_000913.3:4296192-4296212;NC_000913.3:4295966-4295986;NC_000913.3:762820-762840;NC_000913.3:2539624-2539644;NC_000913.3:248265-248285;NC_000913.3:501509-501529;NC_000913.3:1084699-1084719;NC_000913.3:4218501-4218521;NC_000913.3:4614424-4614444;NC_000913.3:4614525-4614545;NC_000913.3:2146617-2146637;NC_000913.3:4614323-4614343;NC_000913.3:244194-244214;NC_000913.3:248164-248184;NC_000913.3:216119-216139;NC_000913.3:2808196-2808216;NC_000913.3:900817-900837;NC_000913.3:2581679-2581699;NC_000913.3:2252814-2252834;NC_000913.3:173521-173541;NC_000913.3:111494-111514;NC_000913.3:508647-508667;NC_000913.3:551442-551462;NC_000913.3:4148474-4148494;NC_000913.3:4633090-4633110;NC_000913.3:66776-66796;NC_000913.3:4549782-4549802;NC_000913.3:2316833-2316853;NC_000913.3:374980-375000;NC_000913.3:3098460-3098480;NC_000913.3:762910-762930;NC_000913.3:864352-864372;NC_000913.3:2177407-2177427;NC_000913.3:4451010-4451030;NC_000913.3:349901-349921;NC_000913.3:349808-349828;NC_000913.3:349622-349642;NC_000913.3:4056519-4056539;NC_000913.3:39196-39216;NC_000913.3:247523-247543;NC_000913.3:1410951-1410971;NC_000913.3:3281719-3281739;NC_000913.3:3650729-3650749;NC_000913.3:4027339-4027359;NC_000913.3:4027437-4027457;NC_000913.3:4606575-4606595;NC_000913.3:4296416-4296436;NC_000913.3:3754905-3754925;NC_000913.3:1382904-1382924;NC_000913.3:4633194-4633214;NC_000913.3:2236599-2236619;NC_000913.3:25727-25747;NC_000913.3:1165795-1165815;NC_000913.3:2348798-2348818;NC_000913.3:3217452-3217472;NC_000913.3:2581698-2581718;NC_000913.3:3547936-3547956;NC_000913.3:2316947-2316967;NC_000913.3:3094013-3094033;NC_000913.3:4153428-4153448;NC_000913.3:277723-277743;NC_000913.3:984376-984396;NC_000913.3:2219640-2219660;NC_000913.3:3774300-3774320;NC_000913.3:349841-349861;NC_000913.3:349748-349768;NC_000913.3:349934-349954;NC_000913.3:3082773-3082793;NC_000913.3:3592579-3592599;NC_000913.3:50345-50365;NC_000913.3:3674437-3674457;NC_000913.3:3504785-3504805;NC_000913.3:4484350-4484370;NC_000913.3:805914-805934;NC_000913.3:4488504-4488524;NC_000913.3:2835084-2835104;NC_000913.3:4317934-4317954;NC_000913.3:3563645-3563665;NC_000913.3:4434536-4434556;NC_000913.3:409051-409071;NC_000913.3:4094407-4094427;NC_000913.3:4040881-4040901;NC_000913.3:354657-354677;NC_000913.3:2794044-2794064;NC_000913.3:4460432-4460452;NC_000913.3:4240175-4240195;NC_000913.3:1929940-1929960;NC_000913.3:3234656-3234676;NC_000913.3:2568184-2568204;NC_000913.3:4153592-4153612;NC_000913.3:4153346-4153366;NC_000913.3:349715-349735;NC_000913.3:696306-696326;NC_000913.3:3231397-3231417;NC_000913.3:2617986-2618006;NC_000913.3:2604951-2604971;NC_000913.3:4325801-4325821;NC_000913.3:3984287-3984307;NC_000913.3:3217486-3217506;NC_000913.3:3313251-3313271;NC_000913.3:2028099-2028119;NC_000913.3:1944267-1944287;NC_000913.3:1062406-1062426,NC_000913.3:374663-374683,,NC_000913.3:375202-375222,NC_000913.3:375303-375323;NC_000913.3:375000-375020;NC_000913.3:375101-375121;NC_000913.3:837604-837624;NC_000913.3:1062427-1062447;NC_000913.3:4103527-4103547;NC_000913.3:39216-39236;NC_000913.3:741043-741063;NC_000913.3:4326321-4326341;NC_000913.3:2177427-2177447;NC_000913.3:3094033-3094053;NC_000913.3:2443852-2443872;NC_000913.3:2725993-2726013;NC_000913.3:4053547-4053567;NC_000913.3:3231418-3231438;NC_000913.3:758428-758448;NC_000913.3:3392326-3392346;NC_000913.3:3392144-3392164;NC_000913.3:3392235-3392255;NC_000913.3:1944288-1944308;NC_000913.3:2662376-2662396;NC_000913.3:2662467-2662487;NC_000913.3:2662558-2662578;NC_000913.3:3754925-3754945;NC_000913.3:66796-66816;NC_000913.3:857697-857717;NC_000913.3:2316967-2316987;NC_000913.3:4549802-4549822;NC_000913.3:1040562-1040582,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:SEQUENCING_PRIMER_2 offtarget,Escherichia_coli,200-2
NC_000913.3_88_substitution,NC_000913.3:1708845-1708865,NC_000913.3:1708653-1708673;NC_000913.3:1708749-1708769;NC_000913.3:1708941-1708961;NC_000913.3:2324008-2324028,NC_000913.3:1709346-1709367,,NC_000913.3:1708845-1708865,NC_000913.3:1708653-1708673;NC_000913.3:1708749-1708769;NC_000913.3:1708941-1708961;NC_000913.3:2324008-2324028,NC_000913.3:1709346-1709367,,B:SEQUENCING_PRIMER_1 offtarget;A:SEQUENCING_PRIMER_1 offtarget,Escherichia_coli,200-2
NC_000913.3_106_deletion,NC_000913.3:274147-274167,NC_000913.3:574783-574803;NC_000913.3:2066351-2066371;NC_000913.3:2289111-2289131;NC_000913.3:2101941-2101961;NC_000913.3:3365748-3365768;NC_000913.3:688043-688063;NC_000913.3:3652228-3652248;NC_000913.3:1300482-1300502;NC_000913.3:3131129-3131149;NC_000913.3:1397027-1397047;NC_000913.3:1427792-1427812,NC_000913.3:274670-274690,NC_000913.3:3652751-3652771;NC_000913.3:3366271-3366291;NC_000913.3:575306-575326;NC_000913.3:2066874-2066894;NC_000913.3:2289634-2289654;NC_000913.3:2102464-2102484;NC_000913.3:688566-688586;NC_000913.3:1396504-1396524;NC_000913.3:1299959-1299979;NC_000913.3:3130606-3130626;NC_000913.3:1428315-1428335;NC_000913.3:982979-982999,NC_000913.3:273945-273968,,NC_000913.3:275145-275165,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-2
NC_000913.3_175_insertion,NC_000913.3:226950-226970,NC_000913.3:4038709-4038729;NC_000913.3:4211234-4211254;NC_000913.3:3944895-3944915;NC_000913.3:4169832-4169852;NC_000913.3:2727974-2727994;NC_000913.3:3425573-3425593;NC_000913.3:649963-649983,NC_000913.3:227435-227455,NC_000913.3:2727489-2727509;NC_000913.3:3425088-3425108;NC_000913.3:4039194-4039214;NC_000913.3:4170317-4170337;NC_000913.3:4211719-4211739;NC_000913.3:3945380-3945400,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Escherichia_coli,200-2
NC_000913.3_199_deletion,NC_000913.3:2730125-2730147,NC_000913.3:3942819-3942841;NC_000913.3:4167670-4167692;NC_000913.3:4036542-4036564;NC_000913.3:4209158-4209180;NC_000913.3:3427730-3427752,NC_000913.3:2730633-2730651,NC_000913.3:4036038-4036056;NC_000913.3:3942315-3942333;NC_000913.3:224278-224296;NC_000913.3:4208654-4208672;NC_000913.3:4167166-4167184;NC_000913.3:3428238-3428256;NC_000913.3:3370669-3370687;NC_000913.3:4141240-4141258;NC_000913.3:2315897-2315915;NC_000913.3:2380723-2380741;NC_000913.3:97939-97957,NC_000913.3:2729523-2729543,,NC_000913.3:2731367-2731392,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-2
NC_000913.3_1_deletion,,,,,NC_000913.3:1197031-1197053,,NC_000913.3:1197577-1197598,,B:No primer3 design results;A:No offtarget,Escherichia_coli,200-2
NC_000913.3_33_deletion,NC_000913.3:3194677-3194697,NC_000913.3:3195054-3195074;NC_000913.3:3358392-3358412;NC_000913.3:3288859-3288879;NC_000913.3:4191032-4191052,NC_000913.3:3195228-3195252,NC_000913.3:3194853-3194877,NC_000913.3:3194651-3194672,,NC_000913.3:3195263-3195283,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-3
NC_000913.3_39_insertion,NC_000913.3:2716350-2716368,NC_000913.3:4419136-4419154;NC_000913.3:4486838-4486856;NC_000913.3:628071-628089;NC_000913.3:1854627-1854645;NC_000913.3:3363022-3363040;NC_000913.3:1851291-1851309;NC_000913.3:3447590-3447608,NC_000913.3:2716846-2716865,NC_000913.3:4300150-4300169;NC_000913.3:1001615-1001634,NC_000913.3:2716325-2716344,,NC_000913.3:2716852-2716872,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-3
NC_000913.3_81_insertion,NC_000913.3:2727739-2727759,NC_000913.3:3425338-3425358;NC_000913.3:4170067-4170087;NC_000913.3:4211469-4211489;NC_000913.3:3945130-3945150;NC_000913.3:4038944-4038964;NC_000913.3:227185-227205,NC_000913.3:2728216-2728234,NC_000913.3:4169592-4169610;NC_000913.3:4210994-4211012;NC_000913.3:4038470-4038488;NC_000913.3:3944655-3944673;NC_000913.3:226710-226728;NC_000913.3:3425815-3425833;NC_000913.3:31920-31938;NC_000913.3:1358761-1358779;NC_000913.3:260549-260567,NC_000913.3:2727453-2727473,,NC_000913.3:2729311-2729331,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-3
NC_000913.3_173_insertion,,,,,NC_000913.3:2488733-2488753,,NC_000913.3:2489244-2489264,,B:No primer3 design results;A:No offtarget,Escherichia_coli,200-3
NC_000913.3_125_deletion,,,,,NC_000913.3:2388418-2388438,,NC_000913.3:2388961-2388981,,B:No primer3 design results;A:No offtarget,Escherichia_coli,200-3
NC_000913.3_152_deletion,,,,,NC_000913.3:1640164-1640184,,NC_000913.3:1640768-1640788,,B:No primer3 design results;A:No offtarget,Escherichia_coli,200-3
NC_000913.3_23_substitution,NC_000913.3:4040018-4040038,NC_000913.3:3946202-3946222;NC_000913.3:4171139-4171159;NC_000913.3:4212541-4212561;NC_000913.3:228257-228277;NC_000913.3:2726667-2726687;NC_000913.3:3424266-3424286,NC_000913.3:4040540-4040558,NC_000913.3:228779-228797;NC_000913.3:4213063-4213081;NC_000913.3:4171660-4171678;NC_000913.3:3946723-3946741;NC_000913.3:3423747-3423765;NC_000913.3:2726148-2726166;NC_000913.3:3423502-3423520;NC_000913.3:3414761-3414779,NC_000913.3:4039361-4039382,,NC_000913.3:4040910-4040930,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-4
NC_000913.3_71_deletion,NC_000913.3:4169496-4169516,NC_000913.3:3425909-3425929;NC_000913.3:2728310-2728330;NC_000913.3:4210898-4210918;NC_000913.3:4038374-4038394;NC_000913.3:3944559-3944579;NC_000913.3:226614-226634,NC_000913.3:4170008-4170028,NC_000913.3:4211410-4211430;NC_000913.3:3945071-3945091;NC_000913.3:4038885-4038905;NC_000913.3:227126-227146;NC_000913.3:2727798-2727818;NC_000913.3:3425397-3425417;NC_000913.3:3498391-3498411,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Escherichia_coli,200-4
NC_000913.3_75_substitution,NC_000913.3:3619843-3619861,NC_000913.3:730234-730252;NC_000913.3:3762834-3762852;NC_000913.3:2933591-2933609;NC_000913.3:3511585-3511603;NC_000913.3:1514740-1514758;NC_000913.3:2624679-2624697;NC_000913.3:4223840-4223858,NC_000913.3:3620342-3620362,NC_000913.3:3763333-3763353;NC_000913.3:730733-730753;NC_000913.3:524423-524443;NC_000913.3:60979-60999,NC_000913.3:3619181-3619201,,NC_000913.3:3620342-3620362,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-4
NC_000913.3_105_deletion,NC_000913.3:730446-730465,NC_000913.3:3620055-3620074;NC_000913.3:3763046-3763065,NC_000913.3:730991-731011,NC_000913.3:3620600-3620620;NC_000913.3:3763591-3763611;NC_000913.3:2603452-2603472;NC_000913.3:561724-561744,NC_000913.3:729573-729593,,NC_000913.3:730991-731011,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-4
NC_000913.3_185_deletion,,,,,NC_000913.3:130221-130243,,NC_000913.3:130802-130822,,B:No primer3 design results;A:No offtarget,Escherichia_coli,200-4
NC_000913.3_82_deletion,,,,,NC_000913.3:3673952-3673972,,NC_000913.3:3674494-3674514,,B:No primer3 design results;A:No offtarget,Escherichia_coli,200-4
NC_000913.3_38_substitution,NC_000913.3:3764556-3764576,NC_000913.3:3621565-3621585;NC_000913.3:731956-731976;NC_000913.3:1528100-1528120;NC_000913.3:2612189-2612209;NC_000913.3:525646-525666;NC_000913.3:553360-553380,NC_000913.3:3765128-3765148,NC_000913.3:3622137-3622157;NC_000913.3:732528-732548;NC_000913.3:734399-734419;NC_000913.3:3405876-3405896,NC_000913.3:3764556-3764576,,NC_000913.3:3765912-3765935,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-5
NC_000913.3_97_insertion,NC_000913.3:349875-349894,NC_000913.3:349689-349708;NC_000913.3:349782-349801;NC_000913.3:4235453-4235472;NC_000913.3:349596-349615;NC_000913.3:762883-762902;NC_000913.3:173495-173514;NC_000913.3:2151280-2151299;NC_000913.3:111468-111487;NC_000913.3:4094624-4094643;NC_000913.3:4094440-4094459;NC_000913.3:4285334-4285353;NC_000913.3:4094532-4094551;NC_000913.3:4094348-4094367;NC_000913.3:4249353-4249372;NC_000913.3:4245124-4245143,NC_000913.3:350382-350402,,NC_000913.3:349875-349894,NC_000913.3:349689-349708;NC_000913.3:349782-349801;NC_000913.3:4235453-4235472;NC_000913.3:349596-349615;NC_000913.3:762883-762902;NC_000913.3:173495-173514;NC_000913.3:2151280-2151299;NC_000913.3:111468-111487;NC_000913.3:4094624-4094643;NC_000913.3:4094440-4094459;NC_000913.3:4285334-4285353;NC_000913.3:4094532-4094551;NC_000913.3:4094348-4094367;NC_000913.3:4249353-4249372;NC_000913.3:4245124-4245143,NC_000913.3:350382-350402,,B:SEQUENCING_PRIMER_1 offtarget;A:SEQUENCING_PRIMER_1 offtarget,Escherichia_coli,200-5
NC_000913.3_118_insertion,NC_000913.3:4176029-4176049,NC_000913.3:3471225-3471245;NC_000913.3:1275962-1275982,NC_000913.3:4176519-4176539,NC_000913.3:3470735-3470755;NC_000913.3:3566173-3566193,NC_000913.3:4175941-4175966,,NC_000913.3:4176612-4176632,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-5
NC_000913.3_141_deletion,NC_000913.3:1431984-1432004,NC_000913.3:1635332-1635352;NC_000913.3:1480397-1480417;NC_000913.3:4581539-4581559;NC_000913.3:4380394-4380414;NC_000913.3:3072100-3072120;NC_000913.3:3245421-3245441,NC_000913.3:1432515-1432535,NC_000913.3:1634762-1634782,NC_000913.3:1431749-1431769,,NC_000913.3:1433026-1433046,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-5
NC_000913.3_198_substitution,NC_000913.3:4508169-4508192,NC_000913.3:271029-271052;NC_000913.3:1469784-1469807,NC_000913.3:4508652-4508673,NC_000913.3:1469303-1469324;NC_000913.3:270548-270569,NC_000913.3:4508141-4508161,,NC_000913.3:4508689-4508709,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,200-5
NC_000913.3_192_insertion,,,,,NC_000913.3:2276110-2276130,,NC_000913.3:2276622-2276643,,B:No primer3 design results;A:No offtarget,Escherichia_coli,200-5
NC_000913.3_28_substitution,,,,,NC_000913.3:1802920-1802941,,NC_000913.3:1803533-1803553,,B:No primer3 design results;A:No offtarget,Escherichia_coli,200-5
NC_000913.3_177_substitution,,,,,NC_000913.3:3727811-3727834,,NC_000913.3:3728389-3728409,,B:No primer3 design results;A:No offtarget,Escherichia_coli,200-5
NC_000913.3_196_substitution,NC_000913.3:3943739-3943759,NC_000913.3:4168676-4168696;NC_000913.3:225794-225814;NC_000913.3:4210078-4210098;NC_000913.3:4037554-4037574;NC_000913.3:3426729-3426749;NC_000913.3:2729130-2729150;NC_000913.3:497447-497467,NC_000913.3:3944266-3944289,NC_000913.3:226321-226344;NC_000913.3:4038081-4038104;NC_000913.3:4169203-4169226;NC_000913.3:4210605-4210628;NC_000913.3:2728600-2728623;NC_000913.3:3426199-3426222,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Escherichia_coli,250-1
NC_000913.3_64_insertion,,,,,NC_000913.3:2494104-2494124,,NC_000913.3:2494640-2494663,,B:No primer3 design results;A:No offtarget,Escherichia_coli,250-1
NC_000913.3_224_deletion,,,,,NC_000913.3:4123258-4123278,,NC_000913.3:4123854-4123874,,B:No primer3 design results;A:No offtarget,Escherichia_coli,250-1
NC_000913.3_46_deletion,,,,,NC_000913.3:3695254-3695274,,NC_000913.3:3695791-3695809,,B:No primer3 design results;A:No offtarget,Escherichia_coli,250-1
NC_000913.3_52_insertion,NC_000913.3:227753-227773,NC_000913.3:3945698-3945718;NC_000913.3:4170635-4170655;NC_000913.3:4212037-4212057;NC_000913.3:4039514-4039534;NC_000913.3:3424770-3424790;NC_000913.3:2727171-2727191,NC_000913.3:228231-228251,NC_000913.3:2726693-2726713;NC_000913.3:3424292-3424312;NC_000913.3:4039992-4040012;NC_000913.3:3946176-3946196;NC_000913.3:4171113-4171133;NC_000913.3:4212515-4212535,NC_000913.3:227753-227773,,NC_000913.3:229011-229031,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_109_insertion,NC_000913.3:3763912-3763932,NC_000913.3:731312-731332;NC_000913.3:3620921-3620941,NC_000913.3:3764394-3764414,NC_000913.3:3621403-3621423,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Escherichia_coli,250-2
NC_000913.3_118_deletion,NC_000913.3:4027348-4027369,NC_000913.3:4027446-4027467,NC_000913.3:4027923-4027944,,NC_000913.3:4027315-4027333,,NC_000913.3:4027923-4027944,,B:SEQUENCING_PRIMER_1 offtarget;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_156_substitution,NC_000913.3:4036147-4036167,NC_000913.3:4208763-4208783;NC_000913.3:4167275-4167295;NC_000913.3:3942424-3942444;NC_000913.3:224387-224407;NC_000913.3:2730522-2730542;NC_000913.3:3428127-3428147,NC_000913.3:4036637-4036658,NC_000913.3:3427636-3427657;NC_000913.3:2730031-2730052;NC_000913.3:4209253-4209274;NC_000913.3:3942914-3942935;NC_000913.3:4167765-4167786;NC_000913.3:224877-224898,NC_000913.3:4035132-4035153,,NC_000913.3:4036637-4036658,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_170_deletion,NC_000913.3:4176287-4176307,NC_000913.3:3470967-3470987,NC_000913.3:4176838-4176858,NC_000913.3:3470416-3470436;NC_000913.3:1422804-1422824,NC_000913.3:4175993-4176013,,NC_000913.3:4177116-4177136,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_238_deletion,NC_000913.3:3762095-3762118,NC_000913.3:729494-729517,NC_000913.3:3762674-3762694,NC_000913.3:730074-730094;NC_000913.3:3619683-3619703,NC_000913.3:3762047-3762067,,NC_000913.3:3762687-3762707,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_11_insertion,,,,,NC_000913.3:2836379-2836399,,NC_000913.3:2836895-2836914,,B:No primer3 design results;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_21_deletion,,,,,NC_000913.3:400517-400539,,NC_000913.3:401198-401218,,B:No primer3 design results;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_5_deletion,,,,,NC_000913.3:1149726-1149748,,NC_000913.3:1150290-1150310,,B:No primer3 design results;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_210_insertion,,,,,NC_000913.3:2041624-2041649,,NC_000913.3:2042155-2042175,,B:No primer3 design results;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_246_deletion,,,,,NC_000913.3:1907546-1907568,,NC_000913.3:1908149-1908169,,B:No primer3 design results;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_48_substitution,,,,,NC_000913.3:1062477-1062499,,NC_000913.3:1063046-1063065,,B:No primer3 design results;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_68_substitution,,,,,NC_000913.3:204117-204137,,NC_000913.3:204651-204671,,B:No primer3 design results;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_19_deletion,,,,,NC_000913.3:3501189-3501209,,NC_000913.3:3501805-3501825,,B:No primer3 design results;A:No offtarget,Escherichia_coli,250-2
NC_000913.3_44_substitution,NC_000913.3:2768946-2768966,NC_000913.3:267705-267725;NC_000913.3:4564461-4564481,NC_000913.3:2769448-2769468,NC_000913.3:3554031-3554051;NC_000913.3:267203-267223;NC_000913.3:1313056-1313076,NC_000913.3:2768927-2768947,,NC_000913.3:2769472-2769492,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Escherichia_coli,250-3
